data,regime_sinal,turnover_portfolio,turnover_estatica,custo_portfolio,custo_estatica,retorno_portfolio,retorno_portfolio_liquido,retorno_carteira_estatica,retorno_estatica_liquido,indice_portfolio_bruto,indice_portfolio_liquido,indice_estatica_bruto,indice_estatica_liquido
2021-11-30,EXPANSAO_INFLACIONARIA,0.023906080715144294,0.023906080715144322,2.3906080715144293e-05,2.3906080715144324e-05,-0.0091881341738266,-0.009211820602264553,-0.0091881341738266,-0.009211820602264553,127.83321211690948,127.63176728877907,127.83321211690948,127.63176728877907
2021-12-31,EXPANSAO_INFLACIONARIA,0.017378504850369937,0.01737850485036993,1.7378504850369936e-05,1.737850485036993e-05,-0.0042907545190096,-0.004308058456961805,-0.0042907545190096,-0.004308058456961805,127.28471118433933,127.08192217433367,127.28471118433933,127.08192217433367
2022-01-31,EXPANSAO_INFLACIONARIA,0.024658637621061047,0.024658637621061047,2.4658637621061046e-05,2.4658637621061046e-05,0.0386811168837778,0.038655504422512754,0.0386811168837778,0.038655504422512754,132.20822597517866,131.99433797896504,132.20822597517866,131.99433797896504
2022-02-28,EXPANSAO_INFLACIONARIA,0.040763548213772385,0.04076354821377245,4.076354821377239e-05,4.076354821377245e-05,-0.0137921144343941,-0.013832315767086212,-0.0137921144343941,-0.013832315767086212,130.38479499336074,130.1685506165725,130.38479499336074,130.1685506165725
2022-03-31,EXPANSAO_DESINFLACIONARIA,0.016178573938007514,0.016178573938007527,1.6178573938007515e-05,1.617857393800753e-05,0.03665977946594,0.03664300778904939,0.03665977946594,0.03664300778904939,135.16467282352914,134.93831783070485,135.16467282352914,134.93831783070485
2022-04-30,EXPANSAO_DESINFLACIONARIA,0.036267965292587134,0.036267965292587134,3.626796529258714e-05,3.626796529258714e-05,0.0003966662256447,0.0003603838740753318,0.0003966662256447,0.0003603838740753318,135.21828808413855,134.98694742444587,135.21828808413855,134.98694742444587
2022-05-31,EXPANSAO_DESINFLACIONARIA,0.03422113092493756,0.03422113092493768,3.422113092493756e-05,3.4221130924937676e-05,0.0079501290175323,0.007915635824201406,0.0079501290175323,0.007915635824201406,136.2932909199373,136.0554549412784,136.2932909199373,136.0554549412784
2022-06-30,EXPANSAO_DESINFLACIONARIA,0.01949786236995362,0.019497862369953732,1.949786236995362e-05,1.9497862369953733e-05,-0.0508455263594801,-0.050864032842775075,-0.0508455263594801,-0.050864032842775075,129.36338680384736,129.13512581270652,129.36338680384736,129.13512581270652
2022-07-31,EXPANSAO_INFLACIONARIA,0.04597153637127107,0.04597153637127099,4.597153637127107e-05,4.5971536371271e-05,0.0307923877554844,0.030745000645739262,0.0307923877554844,0.030745000645739262,133.34679437167415,133.10538533920578,133.34679437167415,133.10538533920578
2022-08-31,EXPANSAO_INFLACIONARIA,0.04109063269140813,0.04109063269140823,4.109063269140813e-05,4.109063269140823e-05,0.020244791304634,0.020202868800659246,0.020244791304634,0.020202868800659246,136.04637239487062,135.79449597587495,136.04637239487062,135.79449597587495
2022-09-30,EXPANSAO_INFLACIONARIA,0.02362288858499942,0.023622888584999432,2.362288858499942e-05,2.3622888584999433e-05,-0.008943549322667,-0.008966960938782909,-0.008943549322667,-0.008966960938782909,134.8296349531872,134.5768320347576,134.8296349531872,134.5768320347576
2022-10-31,EXPANSAO_DESINFLACIONARIA,0.022721667020077663,0.02272166702007755,2.2721667020077662e-05,2.2721667020077553e-05,0.005308456826087,0.005285614542078543,0.005308456826087,0.005285614542078543,135.54537224921324,135.28815329518739,135.54537224921324,135.28815329518739
2022-11-30,EXPANSAO_DESINFLACIONARIA,0.015094494992335984,0.015094494992336088,1.5094494992335984e-05,1.5094494992336089e-05,0.0117170639271585,0.011701792569003278,0.0117170639271585,0.011701792569003278,137.13356604088779,136.87126720209116,137.13356604088779,136.87126720209116
2022-12-31,EXPANSAO_DESINFLACIONARIA,0.026475173486566993,0.02647517348656702,2.6475173486566994e-05,2.647517348656702e-05,-0.0201208718437477,-0.020146814313661388,-0.0201208718437477,-0.020146814313661388,134.37431913310297,134.1137471968951,134.37431913310297,134.1137471968951
2023-01-31,EXPANSAO_DESINFLACIONARIA,0.027674407830640037,0.02767440783063991,2.7674407830640037e-05,2.767440783063991e-05,-0.0237777700112053,-0.02380478638333139,-0.0237777700112053,-0.02380478638333139,131.17919747734373,130.92119809380492,131.17919747734373,130.92119809380492
2023-02-28,EXPANSAO_DESINFLACIONARIA,0.03351011822433045,0.03351011822433028,3.351011822433045e-05,3.3510118224330285e-05,-0.0260250672097781,-0.026057705224923455,-0.0260250672097781,-0.026057705224923455,127.76525004647112,127.50969210618273,127.76525004647112,127.50969210618273
2023-03-31,EXPANSAO_DESINFLACIONARIA,0.01726583371501738,0.01726583371501738,1.726583371501738e-05,1.726583371501738e-05,-0.0127223603048757,-0.012739406476433235,-0.0127223603048757,-0.012739406476433235,126.13977450093739,125.88529430875721,126.13977450093739,125.88529430875721
2023-04-30,EXPANSAO_DESINFLACIONARIA,0.021871412520742775,0.02187141252074274,2.1871412520742776e-05,2.1871412520742742e-05,0.007593417527653,0.0075713800363650385,0.007593417527653,0.0075713800363650385,127.097606475567,126.83841971295848,127.097606475567,126.83841971295848
2023-05-31,EXPANSAO_DESINFLACIONARIA,0.015956014530642618,0.015956014530642652,1.5956014530642617e-05,1.5956014530642654e-05,-0.0014036911238884,-0.0014196247411030205,-0.0014036911238884,-0.0014196247411030205,126.91920069348978,126.65835675421155,126.91920069348978,126.65835675421155
2023-06-30,EXPANSAO_DESINFLACIONARIA,0.014986734700996457,0.014986734700996422,1.4986734700996457e-05,1.4986734700996422e-05,0.0219529459606965,0.021937630223018312,0.0219529459606965,0.021937630223018312,129.70545104768877,129.43694094934057,129.70545104768877,129.43694094934057
2023-07-31,EXPANSAO_DESINFLACIONARIA,0.030526453634297672,0.03052645363429775,3.052645363429767e-05,3.052645363429775e-05,-0.0017991571464729,-0.0018296286782200077,-0.0017991571464729,-0.0018296286782200077,129.47209055849981,129.20011941015858,129.47209055849981,129.20011941015858
2023-08-31,EXPANSAO_DESINFLACIONARIA,0.015506227854155036,0.015506227854154994,1.5506227854155035e-05,1.5506227854154995e-05,-0.012982186990901,-0.012997491914005677,-0.012982186990901,-0.012997491914005677,127.7912596687665,127.52084190283648,127.7912596687665,127.52084190283648
2023-09-30,EXPANSAO_DESINFLACIONARIA,0.015897861447097775,0.015897861447097747,1.5897861447097775e-05,1.5897861447097748e-05,0.005369418196494,0.005353434972780402,0.005369418196494,0.005353434972780402,128.47742438378486,128.20351643763752,128.47742438378486,128.20351643763752
2023-10-31,EXPANSAO_DESINFLACIONARIA,0.009954178617867043,0.009954178617867022,9.954178617867043e-06,9.954178617867023e-06,0.0160098740934988,0.01599976054973462,0.0160098740934988,0.01599976054973462,130.5343317720263,130.2547420022737,130.5343317720263,130.2547420022737
2023-11-30,EXPANSAO_DESINFLACIONARIA,0.021548157082434773,0.02154815708243492,2.154815708243477e-05,2.1548157082434917e-05,0.0133095931872434,0.013287758232956248,0.0133095931872434,0.013287758232956248,132.27169062488062,131.985535522696,132.27169062488062,131.985535522696
2023-12-31,EXPANSAO_DESINFLACIONARIA,0.03171730964207114,0.03171730964207117,3.171730964207114e-05,3.1717309642071174e-05,0.0169936980271735,0.016961441723149173,0.0169936980271735,0.016961441723149173,134.51947579290356,134.22420049176284,134.51947579290356,134.22420049176284
2024-01-31,EXPANSAO_DESINFLACIONARIA,0.015512888749533993,0.015512888749533951,1.5512888749533992e-05,1.551288874953395e-05,-0.0363469537873037,-0.036361902829802784,-0.0363469537873037,-0.036361902829802784,129.63010262276657,129.3435531560734,129.63010262276657,129.3435531560734
2024-02-29,EXPANSAO_DESINFLACIONARIA,0.02081453274468919,0.020814532744689154,2.0814532744689188e-05,2.0814532744689154e-05,-0.0133703774043425,-0.01339091363892897,-0.0133703774043425,-0.01339091363892897,127.89689922773653,127.61152480600819,127.89689922773653,127.61152480600819
2024-03-31,EXPANSAO_DESINFLACIONARIA,0.013923049007751279,0.01392304900775116,1.392304900775128e-05,1.392304900775116e-05,0.0102031077948835,0.010189042687505756,0.0102031077948835,0.010189042687505756,129.20184507718847,128.9117640796743,129.20184507718847,128.9117640796743
2024-04-30,EXPANSAO_DESINFLACIONARIA,0.012134722877206183,0.012134722877206287,1.2134722877206183e-05,1.2134722877206288e-05,0.0034803459333229,0.0034681689774120894,0.0034803459333229,0.0034681689774120894,129.65151219328067,129.3588518606789,129.65151219328067,129.3588518606789
2024-05-31,EXPANSAO_DESINFLACIONARIA,0.015847104895792552,0.015847104895792587,1.5847104895792552e-05,1.5847104895792586e-05,0.0246234050752502,0.0246071677606714,0.0246234050752502,0.0246071677606714,132.84397389663457,132.54200682974246,132.84397389663457,132.54200682974246
2024-06-30,EXPANSAO_DESINFLACIONARIA,0.022592502093833802,0.022592502093833934,2.25925020938338e-05,2.2592502093833934e-05,0.0058470299495396,0.0058243053484094975,0.0058470299495396,0.0058243053484094975,133.62071659062406,133.31397194900987,133.62071659062406,133.31397194900987
2024-07-31,EXPANSAO_DESINFLACIONARIA,0.012865112828899093,0.012865112828899156,1.2865112828899093e-05,1.2865112828899155e-05,-0.0023279612850151,-0.0023407964483594945,-0.0023279612850151,-0.0023407964483594945,133.30965273552508,133.00191107695494,133.30965273552508,133.00191107695494
2024-08-31,EXPANSAO_DESINFLACIONARIA,0.022673634541273698,0.022673634541273593,2.2673634541273697e-05,2.2673634541273595e-05,0.0301743570365956,0.03015099923971043,0.0301743570365956,0.03015099923971043,137.33218579359138,137.01205159671622,137.33218579359138,137.01205159671622
2024-09-30,EXPANSAO_INFLACIONARIA,0.014388055594306469,0.014388055594306531,1.4388055594306468e-05,1.4388055594306531e-05,0.0348662471049372,0.0348513573918412,0.0348662471049372,0.0348513573918412,142.12044371893188,141.78710757390277,142.12044371893188,141.78710757390277
2024-10-31,EXPANSAO_INFLACIONARIA,0.0369335645498822,0.03693356454988227,3.69335645498822e-05,3.6933564549882266e-05,-0.0050312110033545,-0.005067958747348,-0.0050312110033545,-0.005067958747348,141.40540577869157,141.06853636181245,141.40540577869157,141.06853636181245
2024-11-30,EXPANSAO_INFLACIONARIA,0.013009551220611884,0.013009551220611905,1.3009551220611885e-05,1.3009551220611905e-05,0.0215716795174681,0.021558389328377947,0.0215716795174681,0.021558389328377947,144.45575787418704,144.10974679068485,144.45575787418704,144.10974679068485
2024-12-31,EXPANSAO_INFLACIONARIA,0.023534932912070393,0.023534932912070462,2.3534932912070395e-05,2.3534932912070463e-05,0.0088007537955319,0.008777011737469698,0.0088007537955319,0.008777011737469698,145.72707743358475,145.37459972975046,145.72707743358475,145.37459972975046
2025-01-31,EXPANSAO_INFLACIONARIA,0.02043728667225947,0.02043728667225954,2.043728667225947e-05,2.043728667225954e-05,-0.0047987809711296,-0.004819120183739423,-0.0047987809711296,-0.004819120183739423,145.02776510741813,144.67402206198977,145.02776510741813,144.67402206198977
2025-02-28,EXPANSAO_INFLACIONARIA,0.02839106340864654,0.02839106340864648,2.839106340864654e-05,2.839106340864648e-05,0.0096144545678379,0.009585790539839767,0.0096144545678379,0.009585790539839767,146.42212796611847,146.06083693403218,146.42212796611847,146.06083693403218
2025-03-31,EXPANSAO_INFLACIONARIA,0.021638380150599622,0.021638380150599774,2.1638380150599624e-05,2.1638380150599776e-05,0.0314133864020181,0.03139106828707061,0.0314133864020181,0.03139106828707061,151.02174284972386,150.64584264029506,151.02174284972386,150.64584264029506
2025-04-30,EXPANSAO_INFLACIONARIA,0.01602148732658821,0.0160214873265883,1.602148732658821e-05,1.6021487326588298e-05,0.0018642361890663,0.0018481848339033657,0.0018642361890663,0.0018481848339033657,151.3032830480802,150.92426400195345,151.3032830480802,150.92426400195345
2025-05-31,EXPANSAO_INFLACIONARIA,0.023043003212370503,0.02304300321237044,2.3043003212370504e-05,2.304300321237044e-05,0.0026927001961196,0.0026695951450079747,0.0026927001961196,0.0026695951450079747,151.71069742801734,151.32717068439695,151.71069742801734,151.32717068439695
2025-06-30,EXPANSAO_INFLACIONARIA,0.007526355378102631,0.007526355378102624,7.526355378102631e-06,7.526355378102624e-06,-0.0058616535745424,-0.005869135813032611,-0.0058616535745424,-0.005869135813032611,150.82142187614207,150.43901096744827,150.82142187614207,150.43901096744827
2025-07-31,EXPANSAO_INFLACIONARIA,0.008872726872331052,0.008872726872331003,8.872726872331052e-06,8.872726872331004e-06,-0.0241026283690901,-0.02411128723992395,-0.0241026283690901,-0.02411128723992395,147.18622919456368,146.81173276192206,147.18622919456368,146.81173276192206
2025-08-31,EXPANSAO_INFLACIONARIA,0.015928033411251256,0.015928033411251215,1.5928033411251258e-05,1.5928033411251214e-05,0.0137798675058356,0.01376371998623438,0.0137798675058356,0.01376371998623438,149.2144359315483,148.83240834235102,149.2144359315483,148.83240834235102
2025-09-30,EXPANSAO_INFLACIONARIA,0.014566265751227471,0.01456626575122754,1.456626575122747e-05,1.456626575122754e-05,0.0228252276590864,0.02281032891500323,0.0228252276590864,0.02281032891500323,152.62028940170805,152.22732452985213,152.62028940170805,152.22732452985213
2025-10-31,RECESSAO_DESINFLACIONARIA,0.017476928504398144,0.0174769285043982,1.7476928504398144e-05,1.7476928504398198e-05,0.0350868432303099,0.035068753091554994,0.0350868432303099,0.035068753091554994,157.9752535697103,157.56574698757754,157.9752535697103,157.56574698757754
2025-11-30,RECESSAO_DESINFLACIONARIA,0.021598313685762302,0.0215983136857624,2.1598313685762304e-05,2.15983136857624e-05,0.033150603977375,0.033128289666545685,0.033150603977375,0.033128289666545685,163.21222863902517,162.78563069530765,163.21222863902517,162.78563069530765
2025-12-31,RECESSAO_DESINFLACIONARIA,0.020388727920352845,0.020388727920352873,2.0388727920352845e-05,2.0388727920352872e-05,0.0071676725186999,0.007147137651054791,0.0071676725186999,0.007147137651054791,164.3820804449569,163.94908200550077,164.3820804449569,163.94908200550077
2026-01-31,EXPANSAO_DESINFLACIONARIA,0.019500711027595444,0.019500711027595444,1.9500711027595444e-05,1.9500711027595444e-05,0.086845861271291,0.08682466700421876,0.086845861271291,0.08682466700421876,178.65798379876583,178.18390645627574,178.65798379876583,178.18390645627574
2026-02-28,EXPANSAO_DESINFLACIONARIA,0.048558621147836364,0.048558621147836364,4.8558621147836364e-05,4.8558621147836364e-05,-0.0097280593109366,-0.009776145550937865,-0.0097280593109366,-0.009776145550937865,176.91998833599908,176.4419546519245,176.91998833599908,176.4419546519245
2026-03-31,EXPANSAO_DESINFLACIONARIA,0.030753434882310814,0.030753434882310738,3.0753434882310815e-05,3.075343488231074e-05,-0.0176201062451072,-0.017650317801199522,-0.0176201062451072,-0.017650317801199522,173.80263934463565,173.3276980788532,173.80263934463565,173.3276980788532
2026-04-30,EXPANSAO_DESINFLACIONARIA,0.01719340722488552,0.017193407224885507,1.7193407224885522e-05,1.7193407224885506e-05,-0.0074204843920663,-0.007437550215881217,-0.0074204843920663,-0.007437550215881217,172.51293957207884,172.03856462058863,172.51293957207884,172.03856462058863
2026-05-31,EXPANSAO_DESINFLACIONARIA,0.011295624506363913,0.011295624506363844,1.1295624506363914e-05,1.1295624506363844e-05,0.0010460193678652,0.0010347119279168204,0.0010460193678652,0.0010347119279168204,172.69339144807861,172.21657497546323,172.69339144807861,172.21657497546323
