data,regime_sinal,turnover_portfolio,turnover_estatica,custo_portfolio,custo_estatica,retorno_portfolio,retorno_portfolio_liquido,retorno_carteira_estatica,retorno_estatica_liquido,indice_portfolio_bruto,indice_portfolio_liquido,indice_estatica_bruto,indice_estatica_liquido
2020-01-31,EXPANSAO_DESINFLACIONARIA,1.0,1.0,0.001,0.001,-0.0057315357203487,-0.0067258041846283145,-0.0057315357203487,-0.0067258041846283145,99.42684642796513,99.32741958153717,99.42684642796513,99.32741958153717
2020-02-29,EXPANSAO_DESINFLACIONARIA,0.02147002897191834,0.021470028971918347,2.147002897191834e-05,2.1470028971918346e-05,-0.0208492567532479,-0.020870279148073267,-0.0208492567532479,-0.020870279148073267,97.35387057862273,97.2544286078127,97.35387057862273,97.2544286078127
2020-03-31,EXPANSAO_INFLACIONARIA,0.024040813639708565,0.024040813639708558,2.4040813639708566e-05,2.404081363970856e-05,-0.0635990150083059,-0.0636215268498781,-0.0635990150083059,-0.0636215268498781,91.16226030257624,91.06695336687119,91.16226030257624,91.06695336687119
2020-04-30,EXPANSAO_INFLACIONARIA,0.07104176995762115,0.07104176995762118,7.104176995762115e-05,7.104176995762118e-05,0.0498430102533927,0.04976842754776656,0.0498430102533927,0.04976842754776656,95.70606177756,95.59921243750615,95.70606177756,95.59921243750615
2020-05-31,EXPANSAO_INFLACIONARIA,0.0214663560793516,0.021466356079351587,2.14663560793516e-05,2.1466356079351586e-05,0.0311172180109573,0.03109508368159597,0.0311172180109573,0.03109508368159597,98.68416816686248,98.57187794814509,98.68416816686248,98.57187794814509
2020-06-30,RECESSAO_DESINFLACIONARIA,0.014851657801243555,0.014851657801243506,1.4851657801243555e-05,1.4851657801243506e-05,0.0314276935274202,0.03141237511626915,0.0314276935274203,0.03141237511626915,101.78558396001903,101.66825475416732,101.78558396001903,101.66825475416732
2020-07-31,RECESSAO_DESINFLACIONARIA,0.014365763658281627,0.014365763658281676,1.4365763658281627e-05,1.4365763658281676e-05,0.0398492387111249,0.0398343004827213,0.0398492387111249,0.0398343004827213,105.84166199259306,105.71813856359869,105.84166199259306,105.71813856359869
2020-08-31,RECESSAO_DESINFLACIONARIA,0.023784473787217625,0.023784473787217604,2.3784473787217624e-05,2.3784473787217603e-05,0.0515305618855795,0.051505551784493786,0.0515305618855795,0.051505551784493786,111.29574230597497,111.16320962394641,111.29574230597497,111.16320962394641
2020-09-30,RECESSAO_DESINFLACIONARIA,0.041068154713815294,0.041068154713815364,4.106815471381529e-05,4.106815471381536e-05,-0.0054301371618784,-0.005470982310879058,-0.0054301371618784,-0.005470982310879058,110.69139115972047,110.55503767047325,110.69139115972047,110.55503767047325
2020-10-31,RECESSAO_DESINFLACIONARIA,0.020177751163780643,0.02017775116378067,2.0177751163780642e-05,2.0177751163780672e-05,0.0444668775566183,0.0444458025638641,0.0444668775566183,0.0444458025638641,115.61349169699152,115.46874504721568,115.61349169699152,115.46874504721568
2020-11-30,EXPANSAO_INFLACIONARIA,0.024366150387002967,0.02436615038700308,2.4366150387002967e-05,2.436615038700308e-05,0.0143067028515305,0.014281988101870313,0.0143067028515305,0.014281988101870313,117.26753956832825,117.1178682901179,117.26753956832825,117.1178682901179
2020-12-31,EXPANSAO_INFLACIONARIA,0.040645381617410895,0.040645381617410915,4.06453816174109e-05,4.064538161741092e-05,0.0404788938754607,0.04043660321375442,0.0404788938754607,0.04043660321375442,122.014399857551,121.85371705940615,122.014399857551,121.85371705940615
2021-01-31,EXPANSAO_INFLACIONARIA,0.029470458599891787,0.02947045859989174,2.9470458599891786e-05,2.947045859989174e-05,0.0155186601414639,0.015488732340832811,0.0155186601414639,0.015488732340832811,123.90789986130501,123.74107666767486,123.90789986130501,123.74107666767486
2021-02-28,EXPANSAO_INFLACIONARIA,0.020266490156526325,0.020266490156526352,2.0266490156526324e-05,2.026649015652635e-05,-0.0005757077233278,-0.0005959625459094342,-0.0005757077233278,-0.0005959625459094342,123.83656512637353,123.66733162059043,123.83656512637353,123.66733162059043
2021-03-31,EXPANSAO_INFLACIONARIA,0.019754441850529207,0.019754441850529228,1.975444185052921e-05,1.975444185052923e-05,0.0124608253748795,0.012440824776378756,0.0124608253748795,0.012440824776378756,125.37967093943816,125.20585522384451,125.37967093943816,125.20585522384451
2021-04-30,EXPANSAO_INFLACIONARIA,0.014672486101107655,0.014672486101107704,1.4672486101107655e-05,1.4672486101107704e-05,0.0399764364019342,0.039961177362125566,0.0399764364019342,0.039961177362125566,130.39190338084404,130.20922861122116,130.39190338084404,130.20922861122116
2021-05-31,EXPANSAO_INFLACIONARIA,0.03558956554191451,0.03558956554191461,3.558956554191451e-05,3.558956554191461e-05,0.003358968509923,0.0033232594001511018,0.003358968509923,0.0033232594001511018,130.8298856782492,130.64194765418983,130.8298856782492,130.64194765418983
2021-06-30,ESTAGFLACAO,0.019402956147256546,0.01940295614725654,1.9402956147256546e-05,1.940295614725654e-05,0.0051832924436601,0.005163788916316969,0.0051832924436601,0.005163788916316969,131.5080152360902,131.31655509549262,131.5080152360902,131.31655509549262
2021-07-31,ESTAGFLACAO,0.0260232298113362,0.026023229811336257,2.6023229811336202e-05,2.6023229811336256e-05,-0.0129760845431259,-0.013001770093307163,-0.0129760845431259,-0.013001770093307163,129.80155611228798,129.6092074366959,129.80155611228798,129.6092074366959
2021-08-31,ESTAGFLACAO,0.02392006074027514,0.023920060740275126,2.392006074027514e-05,2.3920060740275126e-05,-0.001170035652506,-0.0011939277259223058,-0.001170035652506,-0.0011939277259223058,129.64968366388584,129.4544634104024,129.64968366388584,129.4544634104024
2021-09-30,ESTAGFLACAO,0.014423856939223587,0.014423856939223628,1.4423856939223587e-05,1.442385693922363e-05,0.0127632078052116,0.012748599853589004,0.0127632078052116,0.012748599853589004,131.30442951836795,131.1048265636827,131.30442951836795,131.1048265636827
2021-10-31,ESTAGFLACAO,0.031866544301091274,0.03186654430109131,3.1866544301091276e-05,3.186654430109131e-05,-0.0174082223798508,-0.01743953418426225,-0.0174082223798508,-0.01743953418426225,129.01865280985277,128.8184194591036,129.01865280985277,128.8184194591036
