periodo,regime,nome_regime,ativo,quantidade_meses,peso_medio_estrategia,peso_benchmark,retorno_medio_ativo,contribuicao_estrategia_acumulada_simples,contribuicao_benchmark_acumulada_simples,diferenca_contribuicao_acumulada,contribuicao_media_mensal_estrategia,contribuicao_media_mensal_benchmark,diferenca_contribuicao_media_mensal
TREINO,EXPANSAO_DESINFLACIONARIA,Expansão desinflacionária,NG=F,21,0.08333333333333329,0.08333333333333333,-0.02594656050855903,-0.045406480889978285,-0.04540648088997829,9.107298248878237e-18,-0.002162213375713252,-0.002162213375713252,4.336808689942018e-19
TREINO,EXPANSAO_DESINFLACIONARIA,Expansão desinflacionária,ZC=F,21,0.08333333333333329,0.08333333333333333,-0.012607670752993502,-0.02206342381773862,-0.022063423817738622,8.063753657860939e-18,-0.0010506392294161247,-0.001050639229416125,3.8398826942194947e-19
TREINO,EXPANSAO_DESINFLACIONARIA,Expansão desinflacionária,GC=F,21,0.08333333333333329,0.08333333333333333,0.01041607671497081,0.01822813425119891,0.01822813425119892,-7.047314121155779e-18,0.0008680063929142338,0.0008680063929142343,-3.3558638672170376e-19
TREINO,EXPANSAO_DESINFLACIONARIA,Expansão desinflacionária,USDBRL=X,21,0.08333333333333329,0.08333333333333333,0.0011773787619185204,0.0020604128333574084,0.0020604128333574097,4.675621868843738e-19,9.811489682654326e-05,9.811489682654332e-05,2.2264866042113037e-20
TREINO,EXPANSAO_DESINFLACIONARIA,Expansão desinflacionária,EURBRL=X,21,0.08333333333333329,0.08333333333333333,0.0026446797410708623,0.0046281895468740075,0.004628189546874011,-2.371692252312041e-18,0.00022038997842257178,0.00022038997842257195,-1.1293772630057339e-19
TREINO,EXPANSAO_DESINFLACIONARIA,Expansão desinflacionária,JPYBRL=X,21,0.08333333333333329,0.08333333333333333,-0.006001836833545106,-0.010503214458703924,-0.01050321445870393,1.677972268510769e-18,-0.0005001530694620916,-0.0005001530694620918,7.990344135765566e-20
TREINO,EXPANSAO_DESINFLACIONARIA,Expansão desinflacionária,IMAB11.SA,21,0.08333333333333329,0.08333333333333333,-3.659334273236457e-05,-6.403834978163799e-05,-6.403834978163802e-05,2.7105054312125285e-20,-3.0494452276970474e-06,-3.0494452276970486e-06,1.290716872005966e-21
TREINO,EXPANSAO_DESINFLACIONARIA,Expansão desinflacionária,B5MB11.SA,21,0.08333333333333329,0.08333333333333333,-0.0002785236064127048,-0.00048741631122223316,-0.00048741631122223316,2.710505431213761e-20,-2.3210300534392057e-05,-2.3210300534392057e-05,1.2907168720065528e-21
TREINO,EXPANSAO_DESINFLACIONARIA,Expansão desinflacionária,IB5M11.SA,21,0.08333333333333329,0.08333333333333333,0.011272181565308756,0.019726317739290324,0.019726317739290327,-6.42389787197662e-18,0.0009393484637757297,0.0009393484637757298,-3.0589989866555335e-19
TREINO,EXPANSAO_DESINFLACIONARIA,Expansão desinflacionária,BOVV11.SA,21,0.08333333333333329,0.08333333333333333,-0.0010807419792419376,-0.0018912984636733875,-0.0018912984636733892,1.734723475976807e-18,-9.006183160349465e-05,-9.006183160349473e-05,8.260587980841938e-20
TREINO,EXPANSAO_DESINFLACIONARIA,Expansão desinflacionária,FIND11.SA,21,0.08333333333333329,0.08333333333333333,0.002523642661944931,0.004416374658403628,0.004416374658403633,-2.7376104855258987e-18,0.00021030355516207753,0.00021030355516207775,-1.3036240407266184e-19
TREINO,EXPANSAO_DESINFLACIONARIA,Expansão desinflacionária,MATB11.SA,21,0.08333333333333329,0.08333333333333333,-0.0009371072839145167,-0.0016399377468504003,-0.0016399377468504037,3.686287386450715e-18,-7.809227365954287e-05,-7.809227365954304e-05,1.755374945928912e-19
TREINO,EXPANSAO_INFLACIONARIA,Expansão inflacionária,NG=F,17,0.0833333333333333,0.08333333333333333,0.018154235712918045,0.025718500593300553,0.025718500593300574,-1.1275702593849246e-17,0.0015128529760765031,0.0015128529760765044,-6.632766231676027e-19
TREINO,EXPANSAO_INFLACIONARIA,Expansão inflacionária,ZC=F,17,0.0833333333333333,0.08333333333333333,0.03157092652045028,0.04472547923730454,0.044725479237304556,-1.5260145577733475e-17,0.0026309105433708554,0.0026309105433708563,-8.976556222196162e-19
