periodo,quantidade_meses,retorno_total_liquido,retorno_anualizado_liquido,volatilidade_anualizada_liquida,retorno_volatilidade_liquido,maximo_drawdown_liquido,meses_positivos,melhor_mes,pior_mes,turnover_total,turnover_medio_mensal,custo_acumulado_simples,indice_final_liquido,tipo,candidato,confirmacao,rotulo_confirmacao,meses_confirmacao,alpha_encolhimento
TREINO,48,0.3422420049176287,0.07636038768646958,0.08510987434213854,0.8971977491060984,-0.08933046633128838,0.5833333333333334,0.051505551784493786,-0.0636215268498781,2.19693179883929,0.04576941247581854,0.0021969317988392908,134.22420049176287,ESTRATEGIA,confirmacao_1m_alpha_00,Original_1m,Confirmação de 1 mês(es),1.0,0.0
TESTE,29,0.28305159832955784,0.10864032468343088,0.08144426271556374,1.333922379073487,-0.04926589736819087,0.6551724137931034,0.08682466700421876,-0.036361902829802784,0.567420023098733,0.019566207693059758,0.0005674200230987329,128.30515983295578,ESTRATEGIA,confirmacao_1m_alpha_00,Original_1m,Confirmação de 1 mês(es),1.0,0.0
TREINO,48,0.3422420049176287,0.07636038768646958,0.08510987434213854,0.8971977491060984,-0.08933046633128838,0.5833333333333334,0.051505551784493786,-0.0636215268498781,2.19693179883929,0.04576941247581854,0.0021969317988392908,134.22420049176287,ESTRATEGIA,confirmacao_1m_alpha_25,Original_1m,Confirmação de 1 mês(es),1.0,0.25
TESTE,29,0.28305159832955784,0.10864032468343088,0.08144426271556374,1.333922379073487,-0.04926589736819087,0.6551724137931034,0.08682466700421876,-0.036361902829802784,0.567420023098733,0.019566207693059758,0.0005674200230987329,128.30515983295578,ESTRATEGIA,confirmacao_1m_alpha_25,Original_1m,Confirmação de 1 mês(es),1.0,0.25
TREINO,48,0.3422420049176287,0.07636038768646958,0.08510987434213856,0.8971977491060983,-0.08933046633128838,0.5833333333333334,0.051505551784493786,-0.0636215268498781,2.1969317988392905,0.045769412475818554,0.002196931798839291,134.22420049176287,ESTRATEGIA,confirmacao_1m_alpha_50,Original_1m,Confirmação de 1 mês(es),1.0,0.5
TESTE,29,0.2830515983295576,0.10864032468343088,0.08144426271556376,1.3339223790734867,-0.04926589736819087,0.6551724137931034,0.08682466700421876,-0.036361902829802784,0.567420023098733,0.019566207693059758,0.000567420023098733,128.30515983295575,ESTRATEGIA,confirmacao_1m_alpha_50,Original_1m,Confirmação de 1 mês(es),1.0,0.5
TREINO,48,0.3422420049176287,0.07636038768646958,0.08510987434213856,0.8971977491060983,-0.08933046633128838,0.5833333333333334,0.051505551784493786,-0.0636215268498781,2.1969317988392905,0.045769412475818554,0.002196931798839291,134.22420049176287,ESTRATEGIA,confirmacao_1m_alpha_75,Original_1m,Confirmação de 1 mês(es),1.0,0.75
TESTE,29,0.2830515983295576,0.10864032468343088,0.08144426271556376,1.3339223790734867,-0.04926589736819087,0.6551724137931034,0.08682466700421876,-0.036361902829802784,0.5674200230987332,0.019566207693059764,0.000567420023098733,128.30515983295575,ESTRATEGIA,confirmacao_1m_alpha_75,Original_1m,Confirmação de 1 mês(es),1.0,0.75
TREINO,48,0.3422420049176287,0.07636038768646958,0.08510987434213856,0.8971977491060983,-0.08933046633128838,0.5833333333333334,0.051505551784493786,-0.0636215268498781,2.1969317988392905,0.045769412475818554,0.002196931798839291,134.22420049176287,ESTRATEGIA,confirmacao_1m_alpha_100,Original_1m,Confirmação de 1 mês(es),1.0,1.0
TESTE,29,0.2830515983295576,0.10864032468343088,0.08144426271556376,1.3339223790734867,-0.04926589736819087,0.6551724137931034,0.08682466700421876,-0.036361902829802784,0.5674200230987332,0.019566207693059764,0.000567420023098733,128.30515983295575,ESTRATEGIA,confirmacao_1m_alpha_100,Original_1m,Confirmação de 1 mês(es),1.0,1.0
TREINO,48,0.3422420049176287,0.07636038768646958,0.08510987434213854,0.8971977491060984,-0.08933046633128838,0.5833333333333334,0.051505551784493786,-0.0636215268498781,2.19693179883929,0.04576941247581854,0.0021969317988392908,134.22420049176287,ESTRATEGIA,confirmacao_2m_alpha_00,Confirmacao_2m,Confirmação de 2 mês(es),2.0,0.0
TESTE,29,0.28305159832955784,0.10864032468343088,0.08144426271556374,1.333922379073487,-0.04926589736819087,0.6551724137931034,0.08682466700421876,-0.036361902829802784,0.567420023098733,0.019566207693059758,0.0005674200230987329,128.30515983295578,ESTRATEGIA,confirmacao_2m_alpha_00,Confirmacao_2m,Confirmação de 2 mês(es),2.0,0.0
TREINO,48,0.3422420049176287,0.07636038768646958,0.08510987434213854,0.8971977491060984,-0.08933046633128838,0.5833333333333334,0.051505551784493786,-0.0636215268498781,2.19693179883929,0.04576941247581854,0.0021969317988392908,134.22420049176287,ESTRATEGIA,confirmacao_2m_alpha_25,Confirmacao_2m,Confirmação de 2 mês(es),2.0,0.25
TESTE,29,0.28305159832955784,0.10864032468343088,0.08144426271556374,1.333922379073487,-0.04926589736819087,0.6551724137931034,0.08682466700421876,-0.036361902829802784,0.567420023098733,0.019566207693059758,0.0005674200230987329,128.30515983295578,ESTRATEGIA,confirmacao_2m_alpha_25,Confirmacao_2m,Confirmação de 2 mês(es),2.0,0.25
TREINO,48,0.3422420049176287,0.07636038768646958,0.08510987434213856,0.8971977491060983,-0.08933046633128838,0.5833333333333334,0.051505551784493786,-0.0636215268498781,2.1969317988392905,0.045769412475818554,0.002196931798839291,134.22420049176287,ESTRATEGIA,confirmacao_2m_alpha_50,Confirmacao_2m,Confirmação de 2 mês(es),2.0,0.5
TESTE,29,0.2830515983295576,0.10864032468343088,0.08144426271556376,1.3339223790734867,-0.04926589736819087,0.6551724137931034,0.08682466700421876,-0.036361902829802784,0.567420023098733,0.019566207693059758,0.000567420023098733,128.30515983295575,ESTRATEGIA,confirmacao_2m_alpha_50,Confirmacao_2m,Confirmação de 2 mês(es),2.0,0.5
TREINO,48,0.3422420049176287,0.07636038768646958,0.08510987434213856,0.8971977491060983,-0.08933046633128838,0.5833333333333334,0.051505551784493786,-0.0636215268498781,2.1969317988392905,0.045769412475818554,0.002196931798839291,134.22420049176287,ESTRATEGIA,confirmacao_2m_alpha_75,Confirmacao_2m,Confirmação de 2 mês(es),2.0,0.75
TESTE,29,0.2830515983295576,0.10864032468343088,0.08144426271556376,1.3339223790734867,-0.04926589736819087,0.6551724137931034,0.08682466700421876,-0.036361902829802784,0.5674200230987332,0.019566207693059764,0.000567420023098733,128.30515983295575,ESTRATEGIA,confirmacao_2m_alpha_75,Confirmacao_2m,Confirmação de 2 mês(es),2.0,0.75
TREINO,48,0.3422420049176287,0.07636038768646958,0.08510987434213856,0.8971977491060983,-0.08933046633128838,0.5833333333333334,0.051505551784493786,-0.0636215268498781,2.1969317988392905,0.045769412475818554,0.002196931798839291,134.22420049176287,ESTRATEGIA,confirmacao_2m_alpha_100,Confirmacao_2m,Confirmação de 2 mês(es),2.0,1.0
TESTE,29,0.2830515983295576,0.10864032468343088,0.08144426271556376,1.3339223790734867,-0.04926589736819087,0.6551724137931034,0.08682466700421876,-0.036361902829802784,0.5674200230987332,0.019566207693059764,0.000567420023098733,128.30515983295575,ESTRATEGIA,confirmacao_2m_alpha_100,Confirmacao_2m,Confirmação de 2 mês(es),2.0,1.0
TREINO,48,0.3422420049176287,0.07636038768646958,0.08510987434213854,0.8971977491060984,-0.08933046633128838,0.5833333333333334,0.051505551784493786,-0.0636215268498781,2.19693179883929,0.04576941247581854,0.0021969317988392908,134.22420049176287,ESTRATEGIA,confirmacao_3m_alpha_00,Confirmacao_3m,Confirmação de 3 mês(es),3.0,0.0
TESTE,29,0.28305159832955784,0.10864032468343088,0.08144426271556374,1.333922379073487,-0.04926589736819087,0.6551724137931034,0.08682466700421876,-0.036361902829802784,0.567420023098733,0.019566207693059758,0.0005674200230987329,128.30515983295578,ESTRATEGIA,confirmacao_3m_alpha_00,Confirmacao_3m,Confirmação de 3 mês(es),3.0,0.0
TREINO,48,0.3422420049176287,0.07636038768646958,0.08510987434213854,0.8971977491060984,-0.08933046633128838,0.5833333333333334,0.051505551784493786,-0.0636215268498781,2.19693179883929,0.04576941247581854,0.0021969317988392908,134.22420049176287,ESTRATEGIA,confirmacao_3m_alpha_25,Confirmacao_3m,Confirmação de 3 mês(es),3.0,0.25
